url_path,views_total,views_unique
/BiBiServ/bibigrid,9,8
/BiBiServ/bibigrid/blob/master/bibigrid/core/startup.py,4,1
/BiBiServ/bibigrid/pulls,3,3
/BiBiServ/bibigrid/issues,2,2
/BiBiServ/bibigrid/issues/82,2,1
/BiBiServ/bibigrid/actions/runs/14834029108/job/41641356141,1,1
/BiBiServ/bibigrid/blob/febee8a375db09b8b46c26650b9a0a57ab2ac305/requirements-rest.txt,1,1
/BiBiServ/bibigrid/blob/febee8a375db09b8b46c26650b9a0a57ab2ac305/requirements.txt,1,1
/BiBiServ/bibigrid/blob/master/documentation/markdown/software/zabbix.md,1,1
/BiBiServ/bibigrid/compare/dependabot/pip/openstacksdk-4.5.0,1,1
