time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-01 00:00:00+00:00,1,1,0,0
2026-02-02 00:00:00+00:00,70,18,11,5
2026-02-03 00:00:00+00:00,42,16,5,4
2026-02-04 00:00:00+00:00,29,3,2,2
2026-02-05 00:00:00+00:00,21,10,1,1
2026-02-06 00:00:00+00:00,28,8,2,1
2026-02-07 00:00:00+00:00,17,8,2,2
2026-02-08 00:00:00+00:00,3,3,0,0
2026-02-09 00:00:00+00:00,2,2,0,0
2026-02-10 00:00:00+00:00,3,2,21,2
2026-02-11 00:00:00+00:00,54,3,9,4
2026-02-12 00:00:00+00:00,2,1,3,2
2026-02-13 00:00:00+00:00,3,3,0,0
2026-02-14 00:00:00+00:00,0,0,0,0
