time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-04 00:00:00+00:00,2,2,2,2
2026-04-05 00:00:00+00:00,4,4,4,4
2026-04-06 00:00:00+00:00,0,0,22,22
2026-04-07 00:00:00+00:00,12,9,18,8
2026-04-08 00:00:00+00:00,4,3,23,23
2026-04-09 00:00:00+00:00,7,6,3,3
2026-04-10 00:00:00+00:00,12,4,4,4
2026-04-11 00:00:00+00:00,4,4,7,7
2026-04-12 00:00:00+00:00,2,2,8,8
2026-04-13 00:00:00+00:00,2,2,6,6
2026-04-14 00:00:00+00:00,1,1,16,7
2026-04-15 00:00:00+00:00,1,1,1,1
2026-04-16 00:00:00+00:00,3,2,0,0
2026-04-17 00:00:00+00:00,3,3,27,27
