time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-28 00:00:00+00:00,36,10,19,2
2026-03-29 00:00:00+00:00,7,7,15,12
2026-03-30 00:00:00+00:00,19,13,20,4
2026-03-31 00:00:00+00:00,7,5,10,2
2026-04-01 00:00:00+00:00,38,17,160,143
2026-04-02 00:00:00+00:00,2,1,3,1
2026-04-03 00:00:00+00:00,12,11,3,3
2026-04-04 00:00:00+00:00,2,2,2,2
2026-04-05 00:00:00+00:00,4,4,4,4
2026-04-06 00:00:00+00:00,0,0,22,22
2026-04-07 00:00:00+00:00,12,9,18,8
2026-04-08 00:00:00+00:00,4,3,23,23
2026-04-09 00:00:00+00:00,7,6,3,3
2026-04-10 00:00:00+00:00,12,4,4,4
