url_path,views_total,views_unique
/BiBiServ/bibigrid,9,8
/BiBiServ/bibigrid/pulls,3,3
/BiBiServ/bibigrid/blob/master/bibigrid/core/startup.py,3,1
/BiBiServ/bibigrid/discussions,2,2
/BiBiServ/bibigrid/issues,2,2
/BiBiServ/bibigrid/issues/82,2,1
/BiBiServ/bibigrid/actions/runs/14834029108/job/41641356141,1,1
/BiBiServ/bibigrid/actions/workflows/publish_docker_dev.yml,1,1
/BiBiServ/bibigrid/blob/febee8a375db09b8b46c26650b9a0a57ab2ac305/requirements-rest.txt,1,1
/BiBiServ/bibigrid/blob/febee8a375db09b8b46c26650b9a0a57ab2ac305/requirements.txt,1,1
