time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-04 00:00:00+00:00,12,10,0,0
2026-06-05 00:00:00+00:00,6,6,1,1
2026-06-06 00:00:00+00:00,3,3,2,2
2026-06-07 00:00:00+00:00,1,1,2,2
2026-06-08 00:00:00+00:00,1,1,2,2
2026-06-09 00:00:00+00:00,4,4,1,1
2026-06-10 00:00:00+00:00,10,8,2,2
2026-06-11 00:00:00+00:00,8,7,1,1
2026-06-12 00:00:00+00:00,14,9,5,5
2026-06-13 00:00:00+00:00,19,15,13,13
2026-06-14 00:00:00+00:00,8,7,0,0
2026-06-15 00:00:00+00:00,8,6,0,0
2026-06-16 00:00:00+00:00,4,4,0,0
2026-06-17 00:00:00+00:00,6,4,3,2
