url_path,views_total,views_unique
/BiBiServ/bibigrid,6,4
/BiBiServ/bibigrid/blob/master/documentation/markdown/bibigrid_feature_list.md,4,3
/BiBiServ/bibigrid/blob/master/documentation/markdown/features/configuration.md,2,2
/BiBiServ/bibigrid/pulls,2,1
/BiBiServ/bibigrid/blob/master/README.md,1,1
/BiBiServ/bibigrid/blob/master/docs/README.md,1,1
/BiBiServ/bibigrid/blob/master/documentation/markdown/features/cluster_commands.md,1,1
/BiBiServ/bibigrid/commit/8a4387fe9d09eff3fc370969db3f79abf20aff6d,1,1
/BiBiServ/bibigrid/discussions,1,1
/BiBiServ/bibigrid/issues,1,1
