time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-21 00:00:00+00:00,5,4,0,0
2026-02-22 00:00:00+00:00,21,2,1,1
2026-02-23 00:00:00+00:00,62,20,0,0
2026-02-24 00:00:00+00:00,21,10,62,4
2026-02-25 00:00:00+00:00,126,19,15,7
2026-02-26 00:00:00+00:00,8,3,8,4
2026-02-27 00:00:00+00:00,4,3,1,1
2026-02-28 00:00:00+00:00,8,4,0,0
2026-03-01 00:00:00+00:00,4,4,5,4
2026-03-02 00:00:00+00:00,3,3,0,0
2026-03-03 00:00:00+00:00,27,10,1,1
2026-03-04 00:00:00+00:00,5,5,0,0
2026-03-05 00:00:00+00:00,4,3,0,0
2026-03-06 00:00:00+00:00,2,2,0,0
