url_path,views_total,views_unique
/BiBiServ/bibigrid,12,9
/BiBiServ/bibigrid/issues,9,3
/BiBiServ/bibigrid/blob/master/documentation/markdown/features/configuration.md,3,3
/BiBiServ/bibigrid/blob/master/bibigrid.yaml,3,1
/BiBiServ/bibigrid/tree/master/bibigrid,2,2
/BiBiServ/bibigrid/actions/runs/12768658291/workflow,1,1
/BiBiServ/bibigrid/actions/runs/13117500701/usage,1,1
/BiBiServ/bibigrid/actions/runs/14312259615,1,1
/BiBiServ/bibigrid/actions/runs/16413303856,1,1
/BiBiServ/bibigrid/blob/master/README.md,1,1
