time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-28 00:00:00+00:00,21,14,2,2
2026-05-29 00:00:00+00:00,57,13,2,2
2026-05-30 00:00:00+00:00,19,8,2,2
2026-05-31 00:00:00+00:00,10,7,0,0
2026-06-01 00:00:00+00:00,5,4,1,1
2026-06-02 00:00:00+00:00,6,4,2,2
2026-06-03 00:00:00+00:00,8,8,1,1
2026-06-04 00:00:00+00:00,12,10,0,0
2026-06-05 00:00:00+00:00,6,6,1,1
2026-06-06 00:00:00+00:00,3,3,2,2
2026-06-07 00:00:00+00:00,1,1,2,2
2026-06-08 00:00:00+00:00,1,1,2,2
2026-06-09 00:00:00+00:00,4,4,1,1
2026-06-10 00:00:00+00:00,10,8,2,2
