url_path,views_total,views_unique
/CAMI-challenge/AMBER,30,19
/CAMI-challenge/AMBER/tree/master/test,6,2
/CAMI-challenge/AMBER/blob/master/test/gsa_mapping.binning,5,2
/CAMI-challenge/AMBER/blob/master/test/naughty_carson_2,3,2
/CAMI-challenge/AMBER/issues,3,1
/CAMI-challenge/AMBER/blob/master/test/elated_franklin_0,2,2
/CAMI-challenge/AMBER/blob/master/test/goofy_hypatia_2,2,2
/CAMI-challenge/AMBER/blob/master/test/test_query.binning,2,2
/CAMI-challenge/AMBER/blob/master/test/test_query_by_genome.out,2,2
/CAMI-challenge/AMBER/issues/60,2,2
