url_path,views_total,views_unique
/CAMI-challenge/AMBER,32,16
/CAMI-challenge/AMBER/tree/master/cami_i_hc,8,2
/CAMI-challenge/AMBER/tree/master,4,4
/CAMI-challenge/AMBER/tree/master/cami_i_hc/genome,4,2
/CAMI-challenge/AMBER/blob/master/tutorial.txt,3,3
/CAMI-challenge/AMBER/tree/master/cami_amber,3,3
/CAMI-challenge/AMBER/issues,3,2
/CAMI-challenge/AMBER/tree/master/test,3,2
/CAMI-challenge/AMBER/blob/master/test/gsa_mapping.binning,2,2
/CAMI-challenge/AMBER/tree/master/cami_i_hc/taxonomic,2,2
