url_path,views_total,views_unique
/CAMI-challenge/AMBER,72,20
/CAMI-challenge/AMBER/blob/master/README.md,21,3
/CAMI-challenge/AMBER/blob/master/test/gsa_mapping.binning,17,2
/CAMI-challenge/AMBER/tree/master/cami_amber,16,2
/CAMI-challenge/AMBER/tree/master/test,12,2
/CAMI-challenge/AMBER/blob/master/amber.py,9,1
/CAMI-challenge/AMBER/blob/master/tutorial.txt,8,1
/CAMI-challenge/AMBER/tree/master/cami_i_hc,8,1
/CAMI-challenge/AMBER/issues,7,3
/CAMI-challenge/AMBER/blob/master/requirements.txt,6,2
