time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-05 00:00:00+00:00,1,1,5,5
2026-04-06 00:00:00+00:00,1,1,0,0
2026-04-07 00:00:00+00:00,0,0,3,2
2026-04-08 00:00:00+00:00,23,11,11,3
2026-04-09 00:00:00+00:00,12,4,10,3
2026-04-10 00:00:00+00:00,2,2,10,3
2026-04-11 00:00:00+00:00,2,2,8,4
2026-04-12 00:00:00+00:00,0,0,1,1
2026-04-13 00:00:00+00:00,30,15,42,2
2026-04-14 00:00:00+00:00,22,8,29,5
2026-04-15 00:00:00+00:00,1,1,2,2
2026-04-16 00:00:00+00:00,2,2,30,8
2026-04-17 00:00:00+00:00,3,3,2,2
2026-04-18 00:00:00+00:00,0,0,1,1
