url_path,views_total,views_unique
/CAMI-challenge/CAMITAX,14,8
/CAMI-challenge/CAMITAX/blob/master/nextflow.config,12,2
/CAMI-challenge/CAMITAX/blob/master/main.nf,8,2
/CAMI-challenge/CAMITAX/blob/master/requirements.txt,4,1
/CAMI-challenge/CAMITAX/blob/master/init.nf,3,2
/CAMI-challenge/CAMITAX/blob/master/checkm.nf,2,2
/CAMI-challenge/CAMITAX/blob/master/workflow.png,2,2
/CAMI-challenge/CAMITAX/tree/master/bin,2,2
/CAMI-challenge/CAMITAX/blob/master/db/README.md,2,1
/CAMI-challenge/CAMITAX/blob/master/bin/camitaxonomy.py,1,1
