url_path,views_total,views_unique
/CAMI-challenge/CAMITAX,10,4
/CAMI-challenge/CAMITAX/blob/master/nextflow.config,10,1
/CAMI-challenge/CAMITAX/blob/master/main.nf,7,2
/CAMI-challenge/CAMITAX/blob/master/requirements.txt,4,1
/CAMI-challenge/CAMITAX/blob/master/db/README.md,2,1
/CAMI-challenge/CAMITAX/blob/master/init.nf,2,1
/CAMI-challenge/CAMITAX/blob/master/checkm.nf,1,1
/CAMI-challenge/CAMITAX/blob/master/workflow.png,1,1
/CAMI-challenge/CAMITAX/issues,1,1
/CAMI-challenge/CAMITAX/issues/15,1,1
