url_path,views_total,views_unique
/gi-bielefeld/sans,13,8
/gi-bielefeld/sans/blob/master/PrivacyNotice.pdf,2,2
/gi-bielefeld/sans/blob/master/makefile,2,1
/gi-bielefeld/sans/blob/96b92c4cc9fe4e1f9f8e58e2d9ff8d38e98a4af4/LICENSE,1,1
/gi-bielefeld/sans/commit/68c38e5a19667ac7550664fb425d839fc3fcb65e,1,1
/gi-bielefeld/sans/commit/95f3d16470f94cb7393324baa299f872817cb753,1,1
/gi-bielefeld/sans/issues,1,1
/gi-bielefeld/sans/tree/96b92c4cc9fe4e1f9f8e58e2d9ff8d38e98a4af4,1,1
/gi-bielefeld/sans/tree/d0209f6fe2c19736c7e7ae5c02ef599bd50196b7,1,1
/gi-bielefeld/sans/tree/fingerprinting2,1,1
