url_path,views_total,views_unique
/gi-bielefeld/sans,11,7
/gi-bielefeld/sans/tree/clowm-integration/clowm,5,1
/gi-bielefeld/sans/tree/clowm-integration,3,1
/gi-bielefeld/sans/pulls,2,2
/gi-bielefeld/sans/blob/clowm-integration/clowm/CHANGELOG.md,2,1
/gi-bielefeld/sans/blob/clowm-integration/clowm/main.nf,2,1
/gi-bielefeld/sans/issues,2,1
/gi-bielefeld/sans/blob/96b92c4cc9fe4e1f9f8e58e2d9ff8d38e98a4af4/README.md,1,1
/gi-bielefeld/sans/blob/clowm-integration/clowm/output.md,1,1
/gi-bielefeld/sans/blob/clowm-integration/nextflow.config,1,1
